FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
3593,10002330,FCI DUBLIN CAMP,5675 8TH STREET,DUBLIN,CA,94568,-999,(925) 833-7500,FEDERAL,OPEN,206,ALAMEDA,06001,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2016/02/16 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,https://www.bop.gov/locations/,MINIMUM,194,0.0101225365526,{538A9805-C7A0-4804-8B4C-2ADFD37EFAA7},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1219.07053814914,4.26950718308e-06
3710,10000826,AVENAL STATE PRISON,1 KINGS WAY,AVENAL,CA,93204,-999,(559) 386-0587,STATE,OPEN,3887,KINGS,06031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2920,0.0267883341213,{8DCED5CE-428E-44C8-98D5-1F800E0EDC6A},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3312.63409298695,5.34914776244e-05
3714,10000852,CALIFORNIA CITY CORRECTIONAL CENTER (CAC),22844 VIRGINIA BLVD,CALIFORNIA CITY,CA,93505,-999,(760) 246-7600,STATE,OPEN,2424,KERN,06029,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html, http://www.cca.com/locations",2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2560,0.0139670487462,{39A6E3F0-AA82-46CA-BB30-ABE6F7F9696E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1687.7810022787,1.28198782564e-05
3716,10000836,CALIFORNIA INSTITUTION FOR MEN (CIM),14901 CENTRAL AVENUE,CHINO,CA,91710,-999,(909) 597-1821,STATE,OPEN,3563,SAN BERNARDINO,06071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2976,0.0417801691713,{1E89522B-35CA-4171-B578-680B8D2FB0C8},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,5065.72859979032,3.6213832568e-05
3718,10002341,CALIFORNIA INSTITUTION FOR WOMEN (CIW),16756 CHINO-CORONA ROAD,CORONA,CA,92880,-999,(909) 597-1771,STATE,OPEN,1844,SAN BERNARDINO,06071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,1398,0.0215674951492,{9605E710-0FB4-47CA-977E-100867C1BC92},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2670.17737764513,2.62190446236e-05
3719,10002345,CALIFORNIA MEN'S COLONY (CMC),COLONY DRIVE,SAN LUIS OBISPO,CA,93409,-999,(805) 547-7900,STATE,OPEN,4102,SAN LUIS OBISPO,06079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,3838,0.0326687955342,{405A6047-1477-4440-9128-4AC94CA288ED},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3978.71026692214,2.91273887317e-05
3721,10000794,DEUEL VOCATIONAL INSTITUTION (DVI),23500 KASSON ROAD,TRACY,CA,95304,-999,(209) 835-4141,STATE,OPEN,2349,SAN JOAQUIN,06077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,1681,0.0165523202833,{555F0641-6FE4-456D-8024-1429A56CE4F4},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2004.50865108088,1.59720832436e-05
3738,10000785,CALIFORNIA MEDICAL FACILITY (CMF),1600 CALIFORNIA DRIVE,VACAVILLE,CA,95696,-999,(707) 448-6841,STATE,OPEN,2570,SOLANO,06095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2361,0.0206397029175,{4F004674-26C6-4497-9791-4988B60780EB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2508.62996582595,1.91696063384e-05
3739,10000824,"CALIFORNIA STATE PRISON, CORCORAN (COR)",4001 KING AVENUE,CORCORAN,CA,93212,-999,(559) 992-8800,STATE,OPEN,3070,KINGS,06031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,3116,0.0283723776403,{DE109C69-7733-4E52-93B4-629559B4BB87},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3444.55295121461,5.32746682053e-05
3741,10000825,CA SUBSTANCE ABUSE TREATMENT FACILITY (SATF),900 QUEBEC AVE,CORCORAN,CA,93212,-999,(559) 992-7100,STATE,OPEN,5843,KINGS,06031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,NOT AVAILABLE,3424,0.0456187014987,{2FA12A8F-837C-4EBA-9FFD-64AC70CCF59B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,5257.69940505749,7.45290763893e-05
3748,10000801,CENTRAL CALIFORNIA WOMEN'S FACILITY (CCFW),23370 ROAD 22,CHOWCHILLA,CA,93610,-999,(559) 665-5531,STATE,OPEN,2992,MADERA,06039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2004,0.0247409362424,{00704004-4E5B-4CD0-9B60-3810D14954C0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3053.33697224373,4.5373068893e-05
3754,10002323,"CALIFORNIA STATE PRISON, SOLANO (SOL)",2100 PEABODY ROAD,VACAVILLE,CA,95687,-999,(707) 451-0182,STATE,OPEN,3737,SOLANO,06095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2610,0.0250426992079,{1EDF85CA-5139-49B6-ACCB-145682AE2FF1},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3184.05078503855,4.01050031685e-05
3756,10002346,CHUCKAWALLA VALLEY STATE PRISON (CVSP),19025 WILEY'S WELL ROAD,BLYTHE,CA,92225,-999,(760) 922-5300,STATE,OPEN,2822,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,1738,0.0241645689802,{C9CB8439-E95B-4C9B-A48C-01F1FB47DCAA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2824.64501088037,3.32518164664e-05
3763,10002353,CALIFORNIA STATE PRISON-LOS ANGELES COUNTY (LAC),44750 60TH STREET WEST,LANCASTER,CA,93536,7620,(661) 729-2000,STATE,OPEN,3418,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2300,0.0272726265999,{F20B3031-EB0C-43C3-AC65-26B4EF34CBB1},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3229.25940065645,4.27003927466e-05
3786,10000841,NORTH KERN STATE PRISON (NKSP),2737 WEST CECIL AVENUE,DELANO,CA,93215,-999,(661) 721-2345,STATE,OPEN,4492,KERN,06029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2694,0.0247185263872,{DFAE4CA0-487E-4529-BF93-CAE48F62FEDF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3084.34605626681,2.93990774131e-05
3814,10000844,KERN VALLEY STATE PRISON (KVSP),3000 WEST CECIL AVENUE,DELANO,CA,93216,6000,(661) 721-6300,STATE,OPEN,3709,KERN,06029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2448,0.0363712895503,{BAAA15F7-6194-4872-9D40-ABD642636012},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,4512.79497251788,5.79042936455e-05
3845,10002309,PELICAN BAY STATE PRISON (PBSP),5905 LAKE EARL DRIVE,CRESCENT CITY,CA,95531,-999,(707) 465-1000,STATE,OPEN,2384,DEL NORTE,06015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2380,0.03059294277,{73C5E3AC-C2B1-45B2-B3E0-87300FFD3196},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3852.82946677054,4.52084253676e-05
3846,10006530,FOLSOM WOMEN'S FACILITY (FWF),570 E NATOMA ST,REPRESA,CA,95671,-999,NOT AVAILABLE,STATE,OPEN,397,SACRAMENTO,06067,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html, http://www.cdcr.ca.gov/Facilities_Locator/",2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,523,0.00481818548158,{EB2EF600-E601-459A-BCFE-95833AA4B0EE},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,576.171811485359,1.02269636045e-06
3849,10000810,PLEASANT VALLEY STATE PRISON(PVSP),24863 WEST JAYNE AVENUE,COALINGA,CA,93210,-999,(559) 935-4900,STATE,OPEN,2860,FRESNO,06019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2308,0.0247308344837,{0490C78B-B298-438C-9BF2-6089BF036C46},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3162.90434406056,4.25411608295e-05
3850,10000869,R J DONOVAN CORRECTIONAL FACILITY (RJD),480 ALTA ROAD,SAN DIEGO,CA,92179,-999,(619) 661-6500,STATE,OPEN,3915,SAN DIEGO,06073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2992,0.032591226115,{0479F09A-4345-4450-A2A0-543EB3EC41E9},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3905.38668784178,3.95425732095e-05
3852,10000847,WASCO STATE PRISON (WSP),701 SCOFIELD AVENUE,WASCO,CA,93280,-999,(661) 758-8400,STATE,OPEN,5127,KERN,06029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2984,0.0244360722621,{C7593D1E-05E0-477B-BD6D-9A8B252AF850},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3046.48908273845,2.92650701935e-05
3853,10000802,VALLEY STATE PRISON (VSP),21633 AVENUE 24,CHOWCHILLA,CA,93610,-999,(559) 665-6100,STATE,OPEN,3570,MADERA,06039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,1980,0.0247519564684,{E26D7482-89FB-4D09-BCA8-8BA46D501791},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,3054.86553814024,4.5276112186e-05
3858,10000821,SALINAS VALLEY STATE PRISON (SVSP),31625 HIGHWAY 101,SOLEDAD,CA,93960,-999,(831) 678-5500,STATE,OPEN,3510,MONTEREY,06053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html,2017/10/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2452,0.0344940850089,{DCEB54A4-1D42-444A-8AEA-36D480860CAF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,4296.00231960636,5.20171633794e-05
3859,10005251,DEVIL'S GARDEN CONSERVATION CAMP #40,2300 COUNTY ROAD 74,ALTURAS,CA,96101,-999,(530) 233-3553,STATE,OPEN,114,MODOC,06049,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2016/08/01 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00562445926953,{111FBC4F-80FE-4869-9420-6F08220FE8E0},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,737.607222462979,2.09776656992e-06
3860,10006347,LA CIMA CONSERVATION CAMP #42,15108 SUNRISE HIGHWAY,JULIAN,CA,92036,-999,(760) 765-3085,STATE,OPEN,74,SAN DIEGO,06073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,90,0.00593724650777,{61FF05A6-99AA-402A-9D22-53ADF43ED5BF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,727.81415893057,2.1640886531e-06
3862,10005248,DEADWOOD CONSERVATION CAMP #23,17148 MCADAMS CREEK ROAD,FORT JONES,CA,96032,-999,(530) 468-2633,STATE,OPEN,88,SISKIYOU,06093,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015/07/01 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00798651946428,{01699E19-60C9-4FA9-8428-8186A2783A42},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,989.288419075176,3.78787958873e-06
3863,10000771,ALDER CONSERVATION CAMP #20,1400 ALDER CAMP ROAD,KLAMATH,CA,95548,-999,(707) 482-4511,STATE,OPEN,109,DEL NORTE,06015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/10/25 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,109,0.00896425189389,{D6D3BA20-AA03-4C21-A4C3-097E528904E3},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1059.45547255746,3.00812880498e-06
3870,10000902,FRANCISQUITO CONSERVATION CAMP #4,35100 NORTH SAN FRANCISQUITO CANYON ROAD,SANTA CLARITA,CA,91390,-999,(661) 296-4409,STATE,OPEN,68,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00784042291454,{3C50BD0F-8079-4C28-B6BC-B88B3645B674},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,926.624364497552,3.42532253997e-06
3872,10000905,MALIBU CONSERVATION CAMP #13,1250 SOUTH ENCINAL CANYON ROAD,MALIBU,CA,90265,-999,(310) 457-2253,STATE,OPEN,75,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015/11/13 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,105,0.00940861817484,{CA813751-56B5-4040-814C-F7277AE7F2E4},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1122.30170826001,3.85031096741e-06
3873,10000822,GABILAN CONSERVATION CAMP #38,31801 MCCOY RD,SOLEDAD,CA,93960,-999,(831) 678-1873,STATE,OPEN,102,MONTEREY,06053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.0102604380777,{192CB79E-36D3-4580-BB6F-80BAA32A0AC8},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1262.7613254713,6.42860226926e-06
3876,10000858,BAUTISTA CONSERVATION CAMP #36,33015 BAUTISTA CANYON ROAD,HEMET,CA,92544,-999,(951) 927-3600,STATE,OPEN,103,RIVERSIDE,06065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,120,0.00844368529905,{F6F91F03-9D51-4CD1-842B-3E9FC68669E5},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1051.3209197262,4.72122151899e-06
3877,10000904,JULIUS KLEIN CONSERVATION CAMP #19,EAST FORK ROAD,AZUSA,CA,91702,-999,(626) 910-1213,STATE,OPEN,74,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00825636598727,{CEEAEEF3-000F-4849-9A1E-22DD590C8B73},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,972.664735203188,3.49493724629e-06
3890,10005290,GROWLERSBURG CONSERVATION CAMP #33,5440 LONGVIEW LANE,GEORGETOWN,CA,95634,-999,(530) 333-4244,STATE,OPEN,109,EL DORADO,06017,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,132,0.00901873243785,{2AE48728-1E9F-455B-82C9-8A9ECF96C3EF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1164.11669507688,5.3576389453e-06
3891,10005252,EEL RIVER CONSERVATION CAMP #31,3850 REDWOOD DRIVE,REDWAY,CA,95560,-999,(707) 923-2755,STATE,OPEN,98,HUMBOLDT,06023,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2016/04/18 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00566848806255,{EBC4567D-0882-4AF9-9D00-67A4533FE38B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,732.745837936804,1.96983237412e-06
3898,10005253,HIGH ROCK CONSERVATION CAMP #32,23322 AVENUE OF THE GIANTS,WEOTT,CA,95571,-999,(707) 946-2343,STATE,OPEN,96,HUMBOLDT,06023,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015/11/17 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00636732622918,{D5A2EFC9-B97E-404D-97A8-D34166EA4848},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,846.567716131365,2.19933778168e-06
3908,10005263,ANTELOPE CONSERVATION CAMP #25,711-045 CENTER ROAD,SUSANVILLE,CA,96127,-999,(530) 257-2181,STATE,OPEN,111,LASSEN,06035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015/12/31 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,120,0.00534805360962,{035C2BE1-1784-4433-9C9D-4D5A2B3577FB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,677.268554993441,1.54527969931e-06
3911,10005305,MOUNT BULLION CONSERVATION CAMP #39,5730 MOUNT BULLION ACCESS ROAD,MARIPOSA,CA,95338,-999,(209) 742-5494,STATE,OPEN,97,MARIPOSA,06043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,110,0.0116838837816,{32A4239F-9DC9-4FE7-BD14-C8C27B2DED1E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1440.1808741131,8.71045112534e-06
3916,10005264,ISHI CONSERVATION CAMP #18,30500 PLUM CREEK ROAD,PAYNES CREEK,CA,96075,-999,(530) 597-2846,STATE,OPEN,110,TEHAMA,06103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2015/11/01 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00798954584193,{4BA86369-44C2-4211-A22D-6140B5307E03},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,996.92599002859,3.95031953726e-06
3918,10005324,MOUNTAIN HOME CONSERVATION CAMP #10,45260 BEAR CREEK RD,SPRINGVILLE,CA,93265,-999,(559) 539-2334,STATE,OPEN,85,TULARE,06107,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cdcr.ca.gov/Conservation_Camps/, https://www.inmateaid.com/prisons/cdcr-mountain-homeconservation-fire-camp-10",2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.00755826672401,{A65FA2BE-403B-45A6-8099-9456835DC90E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,941.55129905955,2.71154431983e-06
3932,10006204,HOLTON CONSERVATION CAMP #16,12653 N. LITTLE TUJUNGA CANYON ROAD,SYLMAR,CA,91342,-999,(818) 897-7071,STATE,OPEN,86,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,2017/09/19 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.0068872559439,{F8018BB3-52AD-4429-9124-776EB24E897F},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,850.192291541341,2.23255431591e-06
